,country,description,designation,points,price,province,region_1,title,variety,winery,millesime,Alsace,Beaujolais,Burgundy,Champagne,France Other,Languedoc-Roussillon,Loire Valley,Southwest France
5504,France,"This wine is fresh and full of attractive apple and spice flavors. It is crisp, refreshing and tangy, with a great texture of lemon zest over spicy vanilla and fragrant acidity. It should be drunk now.",,87,19.0,Burgundy,Viré-Clessé,Vins des Personnets 2019  Viré-Clessé,Chardonnay,Vins des Personnets,2019,0,0,1,0,0,0,0,0
5523,France,"This is a very pure wine, all fruit and tight acidity. It is classic Chablis with its tangy, steely edge that gives a lift and structure to the crisp apple fruit flavors. The acidity cuts right through the wine, leaving a refreshing, lively aftertaste.",Côte de Lechet Premier Cru,92,34.0,Burgundy,Chablis,Domaine Chenevières 2020 Côte de Lechet Premier Cru  (Chablis),Chardonnay,Domaine Chenevières,2020,0,0,1,0,0,0,0,0
5571,France,"Offering attractive, tropical-fruit flavors, this wine is smooth and creamy. To balance that, a refreshing moment of tanginess gives a crisp shot of lemon. Drink from 2022.",Au Brûlé,87,19.0,Burgundy,Saint-Véran,Domaine Sangouard-Guyot 2021 Au Brûlé  (Saint-Véran),Chardonnay,Domaine Sangouard-Guyot,2021,0,0,1,0,0,0,0,0
5587,France,"As if to emphasize that Petit Chablis has an important place in the Chablis hierarchy, the Chablis cooperative produces its aptly named Pas si Petit—”not so little.” It's a soft, immediately drinkable wine, full of ripe lime and pear flavor. It is light and ready to drink.",Pas si Petit,85,17.0,Burgundy,Petit Chablis,La Chablisienne 2019 Pas si Petit  (Petit Chablis),Chardonnay,La Chablisienne,2019,0,0,1,0,0,0,0,0
5589,France,"Very young and crisp, this refreshingly fruity wine has intense acidity, strong citrus flavors and a light, bright aftertaste. Drink from 2020 for its acidity to soften.",,85,12.0,Burgundy,Mâcon-Villages,Vignerons des Terres Secrètes 2020  Mâcon-Villages,Chardonnay,Vignerons des Terres Secrètes,2020,0,0,1,0,0,0,0,0
5600,France,"This wine is ripe and round, with a full, yellow fruit character. It misses out on some initial acidity although a more citrus character does come through at the end. It's rich with a touch of caramel. Drink now.",Cray,85,18.0,Burgundy,Mâcon-Villages,Domaine Michel 2019 Cray  (Mâcon-Villages),Chardonnay,Domaine Michel,2019,0,0,1,0,0,0,0,0
5716,France,"This is a rich, round and full-bodied wine with smooth, creamy apple and pear flavors. It is cut through with zingy lemon acidity and a touch of honey. The structure comes from a cool line of lemon zest, minerality and a tight, taut aftertaste. Drink from 2021.",Vaillons Premier Cru,93,46.0,Burgundy,Chablis,William Fèvre 2019 Vaillons Premier Cru  (Chablis),Chardonnay,William Fèvre,2019,0,0,1,0,0,0,0,0
5765,France,"A fresh and lively Chardonnay with flavors of pear, lemon and apple core. The medium weight mouthfeel comes off a bit sharp and prickly but closes crisp and clean.",Aussières Blanc,85,22.0,Languedoc-Roussillon,Vin de Pays d'Oc,Domaines Barons de Rothschild (Lafite) 2013 Aussières Blanc Chardonnay (Vin de Pays d'Oc),Chardonnay,Domaines Barons de Rothschild (Lafite),2013,0,0,0,0,0,1,0,0
5780,France,"This wine is sourced from two parcels, one planted in the 1930s and the other in the 1950s. The low dosage is possible because of the concentration and ripeness of the fruit, resulting in a sophisticated, balanced and rich wine with a lemon zest flavor, a tight, mineral texture, and a crisp finish.",Vieilles Vignes de Cramant Grand Cru,95,104.0,Champagne,Champagne,Larmandier-Bernier 2012 Vieilles Vignes de Cramant Grand Cru Chardonnay (Champagne),Chardonnay,Larmandier-Bernier,2012,0,0,0,1,0,0,0,0
5791,France,"With that extra concentration that comes from low-yielding old vines, this has great depth of flavor. It has an apple flavor and crisp, citrusy acidity as well as a more toasty character. Complex and certainly ageworthy, this should keep for at least five years.",Les Vieilles Vignes Montmains Premier Cru,91,52.0,Burgundy,Chablis,Pascal Bouchard 2016 Les Vieilles Vignes Montmains Premier Cru  (Chablis),Chardonnay,Pascal Bouchard,2016,0,0,1,0,0,0,0,0
5805,France,"This is very structured and full, with a powerful minerality, citrus and spice flavors, and a tight, nervy character. It has the weight to age for 3–4 years.",,91,54.0,Burgundy,Chassagne-Montrachet,Joseph Drouhin 2016  Chassagne-Montrachet,Chardonnay,Joseph Drouhin,2016,0,0,1,0,0,0,0,0
5807,France,"Big and fruity, this is very lively, balancing butteriness with green-fruit acidity. The wine is maturing quickly, its tension is fading into rich, wood-flavored fruitiness.",Meursault Blagny Premier Cru,91,62.0,Burgundy,Meursault,Louis Latour 2016 Meursault Blagny Premier Cru  (Meursault),Chardonnay,Louis Latour,2016,0,0,1,0,0,0,0,0
5845,France,"Fruity, ripe and round, this is simple Chardonnay that gives pleasure from its warm texture and softness. The apple flavor leads to a gentle finish.",,83,14.0,Burgundy,Bourgogne,Lupé-Cholet 2016  Bourgogne,Chardonnay,Lupé-Cholet,2016,0,0,1,0,0,0,0,0
5849,France,"A dirty nose spoils this otherwise attractive, easy, crisp Chablis. The palate has some notes of yeast and bright white fruit, with a citrusy finish.",,83,17.0,Burgundy,Chablis,Domaine L. Chatelain 2017  Chablis,Chardonnay,Domaine L. Chatelain,2017,0,0,1,0,0,0,0,0
5862,France,"This is a combination of tropical fruits and tight acidity, making for an unbalanced wine that seems not to know its way.",,83,19.0,Burgundy,Chablis,Domaine Verret et Fils 2016  Chablis,Chardonnay,Domaine Verret et Fils,2016,0,0,1,0,0,0,0,0
5863,France,"This is very soft and lacking in definition, with a light texture. However, it does have a crisp apple flavor and a line of acidity that gives freshness.",,83,12.0,Burgundy,Mâcon-Villages,Georges Duboeuf 2017  Mâcon-Villages,Chardonnay,Georges Duboeuf,2017,0,0,1,0,0,0,0,0
5892,France,"This is powerful, typical of Les Preuses. White and yellow fruits are important to the palate, but so are rich, honeyed toast, minerality and an opulent, intense concentration. This is impressive, elegance with power, and worth aging for several years.",Les Preuses Grand Cru,94,82.0,Burgundy,Chablis,La Chablisienne 2012 Les Preuses Grand Cru  (Chablis),Chardonnay,La Chablisienne,2012,0,0,1,0,0,0,0,0
5894,France,"This is a rare venture by Olivier Leflaive outside his home territory around Puligny, Chassagne and Meursault. The wine is classic Corton-Charlemagne, big and bold, a broad-shouldered wine that brings together toastiness, ripe pineapple and mango and balancing, lively acidity. It is already giving great pleasure, but should last well over the next decade.",,94,155.0,Burgundy,Corton-Charlemagne,Olivier Leflaive 2012  Corton-Charlemagne,Chardonnay,Olivier Leflaive,2012,0,0,1,0,0,0,0,0
5895,France,"Sumptuous and rich, a fully gorgeous Chardonnay, with butter and citrus flavors combining with panache. The wine just fill the mouth, a succession of pineapple, soft toast, spice and mango flavors, finished with acidity. To drink now, but it is worth keeping for 2–3 years.",Les Charmes Premier Cru,94,110.0,Burgundy,Meursault,Xavier Monnot 2012 Les Charmes Premier Cru  (Meursault),Chardonnay,Xavier Monnot,2012,0,0,1,0,0,0,0,0
5896,France,"A rich, mouthfilling,  sophisticated wine. The secret is in the balance, with the concentrated fruit flavors—dried apricot, mango and lemon—in just the right proportion. It tastes delicious now, but will certainly age over five years or more.",Les Pucelles Premier Cru,94,263.0,Burgundy,Puligny-Montrachet,Domaine Leflaive 2012 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Leflaive,2012,0,0,1,0,0,0,0,0
5899,France,"A beautiful, ripe wine that shows the richness of 2010 in Chablis. The wine revels in its yellow fruit flavors, apricots, peaches even pineapple, underscored by new wood flavors. Then acidity comes through, a fresh lift that leaves the wine with a clean, smooth finish. And once these initial fruits soften, the secondary flavors promise some good aging. Screwcap.",Les Clos Grand Cru,94,126.0,Burgundy,Chablis,Domaine Laroche 2012 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Laroche,2012,0,0,1,0,0,0,0,0
5900,France,"A superb wine. It opens slowly in the mouth, revealing layers of toast followed by intense white and green fruits. Spice and nutmeg accent the kiwi, pepper and pineapple notes, all concentrated around a core of minerality. Age for at least four years.",Clavoillon Premier Cru,94,157.0,Burgundy,Puligny-Montrachet,Domaine Leflaive 2012 Clavoillon Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Leflaive,2012,0,0,1,0,0,0,0,0
5905,France,"This steely, mineral, structured wine speaks of the chalk soil of Puligny. It is firm and crisp, even though the fruit is rich. The wine layers the white fruits and mandarin orange zest with some judicious toast from the wood, leaving spice and ripe acidity on the finish.",Champs Gains Premier Cru,93,130.0,Burgundy,Puligny-Montrachet,Chanson Père et Fils 2011 Champs Gains Premier Cru  (Puligny-Montrachet),Chardonnay,Chanson Père et Fils,2011,0,0,1,0,0,0,0,0
5977,France,"A fine, fruity but structured wine. It brings together many attractive elements of crisp fruits, ripe peaches, toast and a definite tight structure for aging. Keep for 2–3 years.",,90,68.0,Burgundy,Chassagne-Montrachet,Bouchard Père & Fils 2013  Chassagne-Montrachet,Chardonnay,Bouchard Père & Fils,2013,0,0,1,0,0,0,0,0
6310,France,"This soft, tank-aged wine has attractive apple fruits, a touch of citrus and crisp acidity. Light and fruity, it is ready to drink.",,84,11.0,Loire Valley,Val de Loire,Bernier 2020 Chardonnay (Val de Loire),Chardonnay,Bernier,2020,0,0,0,0,0,0,1,0
6486,France,"Peach and pear flavors give a rich feel to this warm wine. It has vanilla and cream flavors, with a citrus character that cuts through the ripeness on the finish. Ready to drink.",,87,23.0,Burgundy,Mâcon-Fuissé,Denis Dutron 2016  Mâcon-Fuissé,Chardonnay,Denis Dutron,2016,0,0,1,0,0,0,0,0
6487,France,"This shows good crispness, with an apple flavor and zesty acidity. The fruitiness is balanced by a mineral edge and a touch of caramel.",,87,27.0,Burgundy,Chablis,Domaine Jean-Paul et Benoît Droin 2016  Chablis,Chardonnay,Domaine Jean-Paul et Benoît Droin,2016,0,0,1,0,0,0,0,0
6489,France,"Round and rich, this has delicious acidity and touches of tropical fruits. It's ripe and full bodied, with an attractive hint of wood.",Prestige,87,24.0,Burgundy,Bourgogne,Henri de Villamont 2015 Prestige  (Bourgogne),Chardonnay,Henri de Villamont,2015,0,0,1,0,0,0,0,0
6563,France,"Lacking intensity, the nose exhibits mild notes of ripe red apple while the palate adds a touch of canteloupe. Fat and round with a fleeting finish, the wine never really makes a strong impression.",Kosher,81,14.0,Languedoc-Roussillon,Vin de Pays d'Oc,Fortant 2011 Kosher Chardonnay (Vin de Pays d'Oc),Chardonnay,Fortant,2011,0,0,0,0,0,1,0,0
6691,France,"A simple, soft Chardonnay from the Mâconnais region, this is rounded. A touch of caramel adds extra flavor to the warm fruit. Green plum and melon dominate this wine that is ready to drink.",,86,15.0,Burgundy,Mâcon-Villages,Domaine Pascal et Mireille Renaud 2022  Mâcon-Villages,Chardonnay,Domaine Pascal et Mireille Renaud,2022,0,0,1,0,0,0,0,0
6863,France,"A rounded wine that is soft and fruity, the flavors edged with toast. There is an attractive citrus flavor that gives some crispness to what feels a fat wine. Drink now.",Cuvée Fût de Chêne,85,26.0,Burgundy,Mâcon-Pierreclos,Domaine Marc Jambon 2015 Cuvée Fût de Chêne  (Mâcon-Pierreclos),Chardonnay,Domaine Marc Jambon,2015,0,0,1,0,0,0,0,0
6884,France,"Full of bright yellow fruits, this is ripe, rounded and already delicious. Rich mango and peach flavors contribute an exotic edge to the more mineral texture. Drink now.",Vieilles Vignes,90,33.0,Burgundy,Pouilly-Fuissé,Domaine La Soufrandise 2018 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Domaine La Soufrandise,2018,0,0,1,0,0,0,0,0
7064,France,"Crisply fresh, this full-bodied wine has citrus fruitiness that is followed by hints of toast and honey that are just developing. Well balanced, it's very textured while also fruity, and will develop well in bottle. Drink from 2021 for the more mature flavors to bring their own character to the wine.",Blanc de Blancs Brut,94,129.0,Champagne,Champagne,Pol Roger 2014 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pol Roger,2014,0,0,0,1,0,0,0,0
7099,France,"A crisp wine, this is packed with acidity and fruitiness. It is tangy, tight, full of attractive acidity as well as lively citrus and white fruits. It is ready to drink.",,90,24.0,Burgundy,Saint-Véran,Albert Bichot 2019  Saint-Véran,Chardonnay,Albert Bichot,2019,0,0,1,0,0,0,0,0
7117,France,"This mineral, structured wine is full of lemon, crisp green apple and fragrant acidity. It's ripe while also fresh and taut. A tangy texture shoots through the wine, giving a refreshing aftertaste.",Vieilles Vignes,90,27.0,Burgundy,Pouilly-Vinzelles,Cave des Grands Crus Blancs 2020 Vieilles Vignes  (Pouilly-Vinzelles),Chardonnay,Cave des Grands Crus Blancs,2020,0,0,1,0,0,0,0,0
7119,France,"A wine with great fruit and balance, this is totally ready to drink. Harmony between the juicy acidity and yellow fruits gives the wine richness, intensity and an intensely fresh aftertaste.",Vieilles Vignes,90,43.0,Burgundy,Pouilly-Fuissé,Christophe Cordier 2019 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Christophe Cordier,2019,0,0,1,0,0,0,0,0
7153,France,"A soft, simple and attractively fresh wine, this is ready to drink. It has all the crisp acidity you could want alongside riper yellow fruits and a soft, gentle texture. Drink now.",Domaine du Vieux Puits,86,18.0,Burgundy,Macon-Bussières,Domaine Thierry Drouin 2019 Domaine du Vieux Puits  (Macon-Bussières),Chardonnay,Domaine Thierry Drouin,2019,0,0,1,0,0,0,0,0
7192,France,"Bright and fruity, this is a wine to be enjoyed now. It's crisp acidity, but concentrated with creamed-apple flavors and broadened by a touch of wood.",Prestige,86,21.0,Burgundy,Bourgogne,Henri de Villamont 2016 Prestige  (Bourgogne),Chardonnay,Henri de Villamont,2016,0,0,1,0,0,0,0,0
7267,France,"The Belland family has an acre of vines in this prestigious Premier Cru. Ripe while shot through with intense acidity, the wine is finely balanced. Touches of wood aging give the wine a creamy toasty texture. That contrasts with the more mineral fruity character that leaves the wine crisp at the end. Drink from 2022.",Les Champs Gains Premier Cru,93,61.0,Burgundy,Puligny-Montrachet,Domaine Julie Belland 2019 Les Champs Gains Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Julie Belland,2019,0,0,1,0,0,0,0,0
7270,France,"The aptly named vineyard is good at producing wines that are deceptively approachable when young and which age so well. This Meursault follows that model: a generous wine with its ripe spice and yellow fruits. They are balanced by the more citrus and green-plum flavors. Full of fruit while also structured for aging, the wine will be best from 2023.",Charmes Premier Cru,93,64.0,Burgundy,Meursault,Olivier Leflaive 2020 Charmes Premier Cru  (Meursault),Chardonnay,Olivier Leflaive,2020,0,0,1,0,0,0,0,0
7271,France,"From vines in the heart of this large appellation, this is a warmhearted and ripe wine. With wood and spice in equal balance with the white fruits, this is a juicy crisp wine full of great acidity and also with a ripe hint of yellow fruits. This fine wine will be best from 2024.",Poruzots Premier Cru,93,66.0,Burgundy,Meursault,Olivier Leflaive 2020 Poruzots Premier Cru  (Meursault),Chardonnay,Olivier Leflaive,2020,0,0,1,0,0,0,0,0
7272,France,"This vineyard, at 900 feet, gives a cool take on Chardonnay. It is tight, structured and mineral in character. Vanilla from the wood aging mingles with the taut citrus fruit. The richness will develop as the apricot flavors develop. Drink this fine wine from 2023.",Les Murgers des Dents de Chien Premier Cru,93,52.0,Burgundy,Saint-Aubin,Roux Père et Fils 2020 Les Murgers des Dents de Chien Premier Cru  (Saint-Aubin),Chardonnay,Roux Père et Fils,2020,0,0,1,0,0,0,0,0
